comment,Score,k_id
eb63xnq,0.261,1076
dsaeeg2,0.261,1077
e8459nf,0.261,1078
eouj90u,0.261,1079
egpiw4q,0.261,1080
egpjs0g,0.261,1081
eit1uah,0.261,1082
dv8i1mo,0.255,1083
ebkrxi6,0.255,1084
efzagc9,0.255,1085
cz8vjqy,0.255,1086
dcix1ln,0.255,1087
e8lbn14,0.255,1088
dscc8jl,0.255,1089
d7ck562,0.255,1090
ejce5ye,0.255,1091
enke25n,0.255,1092
emti5o4,0.255,1093
cxnhcwb,0.255,1094
czjfc9s,0.25,1095
d3rzsy3,0.25,1096
d3s1ght,0.25,1097
d4zno6k,0.25,1098
d4zywvf,0.25,1099
dg6i8hs,0.25,1100
dg6n9l8,0.25,1101
dup3zk4,0.25,1102
dzk6sio,0.25,1103
e0l0ikc,0.25,1104
e4f2f0e,0.25,1105
e7vrwd5,0.25,1106
e7wr7eu,0.25,1107
e8kmslj,0.25,1108
ebolcfj,0.25,1109
efzdve2,0.25,1110
efzmfev,0.25,1111
ejfrbq1,0.25,1112
ejt0ybg,0.25,1113
em7ks9c,0.25,1114
czh82ne,0.25,1115
dc686as,0.25,1116
dg7wl42,0.25,1117
dhim0q6,0.25,1118
drypsc4,0.25,1119
dst6xtl,0.25,1120
e43howe,0.25,1121
e8rxyjo,0.25,1122
esb2jlz,0.25,1123
d8q4203,0.25,1124
duqmh0e,0.25,1125
exn41tk,0.25,1126
cybcdo9,0.25,1127
d7t9zu6,0.25,1128
d9bf1nb,0.25,1129
dfukbgs,0.25,1130
dfuxg2y,0.25,1131
dg256kg,0.25,1132
do49r07,0.25,1133
dsimn4u,0.25,1134
dsj37j0,0.25,1135
dzi8b4f,0.25,1136
dzk9c38,0.25,1137
e34imeg,0.25,1138
e7q4azr,0.25,1139
etvpbvw,0.25,1140
dfa6mhp,0.25,1141
diht86r,0.25,1142
dolx7xm,0.25,1143
e3ekg1l,0.25,1144
egprgm7,0.25,1145
ens7v7d,0.25,1146
ekdwnim,0.25,1147
em01lsa,0.25,1148
em874f2,0.25,1149
deijgyz,0.25,1150
diw65w4,0.25,1151
dqgii5l,0.25,1152
edvh673,0.25,1153
dd1h7pz,0.25,1154
dz2urig,0.25,1155
e2h1h75,0.25,1156
e96ctxb,0.25,1157
ec2ua9w,0.25,1158
elcjde2,0.25,1159
eugjkha,0.25,1160
eunvg1c,0.25,1161
ewd49jt,0.25,1162
efqgwt3,0.244,1163
dd10tan,0.244,1164
e8s2f1t,0.239,1165
e5bnp75,0.239,1166
ejjyc3t,0.239,1167
efazwv2,0.239,1168
dupvzlm,0.234,1169
e0jj5d8,0.234,1170
dznuep2,0.234,1171
e6kvp1j,0.234,1172
dd5mxzg,0.234,1173
dolxhhe,0.234,1174
e3ejpwq,0.234,1175
cxn4mbq,0.234,1176
elsnsll,0.234,1177
czyo3au,0.229,1178
czyqp4g,0.229,1179
d3rx6kp,0.229,1180
d4yswjt,0.229,1181
dg7ec7n,0.229,1182
dq5viw8,0.229,1183
dup65qm,0.229,1184
dvk7tk8,0.229,1185
dzjwh7a,0.229,1186
e7u8ycc,0.229,1187
eb60lln,0.229,1188
eb6p7v4,0.229,1189
eb7520u,0.229,1190
cz59l4q,0.229,1191
dhil6rf,0.229,1192
dnw16io,0.229,1193
dss3w65,0.229,1194
e9qnmnx,0.229,1195
ejc86h8,0.229,1196
d8pvn2a,0.229,1197
dm32wet,0.229,1198
eovg7jt,0.229,1199
exka0e8,0.229,1200
cyevwkc,0.229,1201
dnyhq72,0.229,1202
dp3zhvt,0.229,1203
e8cwzzy,0.229,1204
esbnblj,0.229,1205
eybyp76,0.229,1206
d9jwg6s,0.229,1207
dd5i6kx,0.229,1208
df96xh5,0.229,1209
dfabxwj,0.229,1210
dfafo77,0.229,1211
dnb4fj7,0.229,1212
e3baang,0.229,1213
enlzb97,0.229,1214
e6djicd,0.229,1215
ehch930,0.229,1216
erikosg,0.229,1217
eto7zyc,0.229,1218
diwywof,0.229,1219
dwmm1kh,0.229,1220
dwmxlmr,0.229,1221
e4t1nb1,0.229,1222
edt1w22,0.229,1223
efdmmiz,0.229,1224
eguw83l,0.229,1225
egwzq8i,0.229,1226
eh23bhr,0.229,1227
dqc6q5a,0.229,1228
dtfviaq,0.229,1229
e4w4kp5,0.229,1230
ehc743w,0.229,1231
e43qn5z,0.222,1232
dvj3ck5,0.217,1233
edbbeh4,0.217,1234
dpz6boy,0.217,1235
d7cyodo,0.217,1236
du0kfzc,0.217,1237
eyigknd,0.217,1238
d3rxddj,0.213,1239
d3rybsu,0.213,1240
d4zdcr0,0.213,1241
dv813wg,0.213,1242
dvkjj0f,0.213,1243
dza2lhs,0.213,1244
ejfi0q6,0.213,1245
dssrtge,0.213,1246
e8t2di4,0.213,1247
enjmfqg,0.213,1248
dkqfect,0.213,1249
dxm14wz,0.213,1250
eebeshn,0.213,1251
ddhw9cl,0.213,1252
dk4ijbb,0.213,1253
ebn605w,0.213,1254
eg7at51,0.213,1255
ehxb6j4,0.213,1256
e1yid9y,0.213,1257
emlzr4y,0.213,1258
cza336e,0.208,1259
d3s04ol,0.208,1260
d3s2gzu,0.208,1261
dg6veco,0.208,1262
drdsna4,0.208,1263
dup42fy,0.208,1264
dv8m72g,0.208,1265
dzaaip7,0.208,1266
e0jqdd4,0.208,1267
e0kvsuc,0.208,1268
e7wn0k9,0.208,1269
e8jqbsk,0.208,1270
eeudd1m,0.208,1271
eeuimz7,0.208,1272
ejt104r,0.208,1273
ejt31eg,0.208,1274
d0msq76,0.208,1275
dv9hla4,0.208,1276
dvx4wz7,0.208,1277
e81yr47,0.208,1278
dvoh7c8,0.208,1279
dznujvy,0.208,1280
d6h8tyg,0.208,1281
d7ts2s2,0.208,1282
d96fxms,0.208,1283
d96gqmc,0.208,1284
d9cn3cz,0.208,1285
dfnsgv1,0.208,1286
dg24x6p,0.208,1287
dlbfyn1,0.208,1288
dlbh9m8,0.208,1289
dny6abu,0.208,1290
dsd0vtz,0.208,1291
dsjkxt6,0.208,1292
dvvwkj9,0.208,1293
dzjirbw,0.208,1294
e3p2otc,0.208,1295
e3pciri,0.208,1296
etu7bu5,0.208,1297
efvr2av,0.208,1298
ed355qg,0.208,1299
effvnzr,0.208,1300
ehxk01j,0.208,1301
ekmizzw,0.208,1302
enhxdv0,0.208,1303
enj9kjz,0.208,1304
eotzk1l,0.208,1305
er190yz,0.208,1306
dbwzo7w,0.208,1307
dqzsr59,0.208,1308
edt029s,0.208,1309
eis64od,0.208,1310
eju2se1,0.208,1311
dbdyaxm,0.208,1312
dnqd59r,0.208,1313
dz1lg1e,0.208,1314
ehf2ltv,0.208,1315
eoary0u,0.208,1316
dg7e3rd,0.2,1317
es9seif,0.2,1318
czypi01,0.196,1319
dz9s3y1,0.196,1320
dlbf5of,0.196,1321
etv9is8,0.196,1322
dgvth47,0.196,1323
dqd3wis,0.196,1324
ens3abv,0.196,1325
efrvnyf,0.196,1326
ewujvdj,0.196,1327
edt6dr2,0.196,1328
czjf1kj,0.191,1329
dzimhuc,0.191,1330
e0kqyg4,0.191,1331
ejt1qna,0.191,1332
cy7iue6,0.191,1333
dlbkqq9,0.191,1334
e5kehiq,0.191,1335
e7ozwvt,0.191,1336
dfa7za3,0.191,1337
dgvgfjw,0.191,1338
eeu9mqo,0.191,1339
ekktolx,0.191,1340
eh4h9e5,0.191,1341
eruoy4p,0.191,1342
cza3cmh,0.188,1343
cza4pr1,0.188,1344
cza76eq,0.188,1345
czjeqwm,0.188,1346
d3rxxay,0.188,1347
d3s0m9b,0.188,1348
d4zj7tn,0.188,1349
d4zyk2d,0.188,1350
dvkhkpn,0.188,1351
e0l6f3n,0.188,1352
e2sl1gf,0.188,1353
e9u8k79,0.188,1354
eb5zdll,0.188,1355
ebnvc3j,0.188,1356
ejt4a1u,0.188,1357
ejtf2q2,0.188,1358
evo5su5,0.188,1359
d5qwrdq,0.188,1360
dss5aml,0.188,1361
dsshdkv,0.188,1362
dvw0xco,0.188,1363
e8umf09,0.188,1364
enmbhaw,0.188,1365
enn2u2k,0.188,1366
czhrkg4,0.188,1367
dd4gp0w,0.188,1368
dkq9li6,0.188,1369
duqce1k,0.188,1370
elgii1q,0.188,1371
exmzqmg,0.188,1372
cyezh38,0.188,1373
d4juky4,0.188,1374
dfvjwco,0.188,1375
dnyaai7,0.188,1376
dnzl1jf,0.188,1377
dp3pwoi,0.188,1378
dp4sa5l,0.188,1379
dsczo3f,0.188,1380
e3pgi7g,0.188,1381
e7p1tsl,0.188,1382
epc78xp,0.188,1383
ey62r7u,0.188,1384
dd5hrf2,0.188,1385
dfa2yat,0.188,1386
dfapjjp,0.188,1387
dol8sw9,0.188,1388
egplo8n,0.188,1389
enrizwd,0.188,1390
esc1ick,0.188,1391
ecrh25z,0.188,1392
ejv0ei2,0.188,1393
erjbg03,0.188,1394
eu291d8,0.188,1395
dbwon9j,0.188,1396
dglens2,0.188,1397
dqyop1e,0.188,1398
dqyrf3n,0.188,1399
dqyrr7z,0.188,1400
dwt4qwn,0.188,1401
dyy5ya5,0.188,1402
dzgz6k9,0.188,1403
ehv201d,0.188,1404
cyv1v2c,0.188,1405
dd167mi,0.188,1406
e4w60te,0.188,1407
etiri2w,0.188,1408
efu5xe1,0.182,1409
d4yucm5,0.178,1410
cza79u4,0.175,1411
e83ynwk,0.174,1412
e8jiacq,0.174,1413
drxkq9w,0.174,1414
e8uj7yl,0.174,1415
ew7xhag,0.174,1416
eaz7sj5,0.174,1417
dvj62rq,0.17,1418
eb6s07t,0.17,1419
ejfqur4,0.17,1420
ejszwc7,0.17,1421
cz1sxng,0.17,1422
e3uie1n,0.17,1423
ddi3wja,0.17,1424
dnz2nlh,0.17,1425
dnzj8ll,0.17,1426
dqd359j,0.17,1427
du0knbh,0.17,1428
eb5gyan,0.17,1429
eiq2zq0,0.17,1430
ecnx4v8,0.17,1431
edm76fq,0.17,1432
ehhlw7w,0.17,1433
em29nn1,0.17,1434
cza23qx,0.167,1435
czjf4e2,0.167,1436
czylsux,0.167,1437
czypctm,0.167,1438
d3s14ok,0.167,1439
dg6f2vl,0.167,1440
dg7g48u,0.167,1441
dg7vkk4,0.167,1442
dq5l8mb,0.167,1443
dv8st3k,0.167,1444
dvjzqh9,0.167,1445
dvkidaz,0.167,1446
dzabpmz,0.167,1447
dzjaz95,0.167,1448
e2sjd5r,0.167,1449
e4g13wv,0.167,1450
e4g3pan,0.167,1451
e7v25rw,0.167,1452
e7wu7er,0.167,1453
e8jp3i9,0.167,1454
eb5yb8p,0.167,1455
ebud0xe,0.167,1456
eesal2c,0.167,1457
eetc73i,0.167,1458
eeu9pz3,0.167,1459
ejt0gyf,0.167,1460
ejtf6w8,0.167,1461
em5pooj,0.167,1462
evld10o,0.167,1463
cz567tm,0.167,1464
db205v4,0.167,1465
e428s2t,0.167,1466
d43iuyv,0.167,1467
d6phxxf,0.167,1468
egktx4u,0.167,1469
elh3hze,0.167,1470
eow6jv6,0.167,1471
cybkyp0,0.167,1472
d3lne76,0.167,1473
d96gbn6,0.167,1474
dfvetuv,0.167,1475
dlc2l2c,0.167,1476
dnysw5f,0.167,1477
dnyx9na,0.167,1478
drp22u1,0.167,1479
dsc16y6,0.167,1480
dtwexks,0.167,1481
e3pgj7y,0.167,1482
ealav8k,0.167,1483
esb97h8,0.167,1484
esbjv0v,0.167,1485
eua9hgz,0.167,1486
d753j9d,0.167,1487
d75vyrd,0.167,1488
d8k4zf2,0.167,1489
dd5di30,0.167,1490
ecwzpbn,0.167,1491
ecx2zg5,0.167,1492
efszk4l,0.167,1493
eft2ibn,0.167,1494
eg1adkz,0.167,1495
eg1d99g,0.167,1496
enks9ds,0.167,1497
enmcbkg,0.167,1498
ejqnxv1,0.167,1499
em8cahs,0.167,1500
em8ygke,0.167,1501
eu2awsq,0.167,1502
eu459gg,0.167,1503
dbif3ev,0.167,1504
dbihsbl,0.167,1505
duxq5ry,0.167,1506
dwywz44,0.167,1507
dzhurgm,0.167,1508
eilgdjo,0.167,1509
dbe3xir,0.167,1510
dy2pny8,0.167,1511
dz243k1,0.167,1512
e1xuch3,0.167,1513
ejnydc3,0.167,1514
eujj5kp,0.167,1515
evg2unb,0.167,1516
czkg9kn,0.159,1517
dv8rw6k,0.156,1518
dfviq4v,0.156,1519
ehilsaz,0.156,1520
dz9x20z,0.152,1521
e4g8ut4,0.152,1522
ejfzwom,0.152,1523
dlboju7,0.152,1524
dryo220,0.152,1525
e8rwqp4,0.152,1526
e9q1t04,0.152,1527
d96ggvz,0.152,1528
do46f7j,0.152,1529
eroutet,0.152,1530
efa3nhk,0.152,1531
etgz2ry,0.152,1532
czyjhqz,0.149,1533
dg6s5a4,0.149,1534
dg788zw,0.149,1535
e4fjsmy,0.149,1536
e9ej94n,0.149,1537
ejfi9g0,0.149,1538
ejt54lm,0.149,1539
ekfj1cc,0.149,1540
em6dljw,0.149,1541
d4pqf63,0.149,1542
dzpi95v,0.149,1543
d7tsh2h,0.149,1544
dzhzqjg,0.149,1545
e34ka32,0.149,1546
e3oo4nq,0.149,1547
ep8eo1g,0.149,1548
d7cbf16,0.149,1549
eib2119,0.149,1550
ernd62s,0.149,1551
cza4c21,0.146,1552
d3rwson,0.146,1553
d3rx42u,0.146,1554
d3rxmzb,0.146,1555
d4yutda,0.146,1556
dg6n1tm,0.146,1557
drciuk4,0.146,1558
drcx8yw,0.146,1559
dv7t7vq,0.146,1560
dvj0jc7,0.146,1561
dvj2loc,0.146,1562
dzaci65,0.146,1563
dzk4u4t,0.146,1564
e0k022l,0.146,1565
e0l0rom,0.146,1566
e0lef0s,0.146,1567
e4f7tjf,0.146,1568
e4fv4bq,0.146,1569
e4fzm9w,0.146,1570
e4gadq4,0.146,1571
e8jn4yt,0.146,1572
e9dkymp,0.146,1573
e9tepha,0.146,1574
e9ufqnq,0.146,1575
e9uubgj,0.146,1576
ebo0sjf,0.146,1577
eerxipd,0.146,1578
ees0sp1,0.146,1579
efo4h2v,0.146,1580
efzkdm2,0.146,1581
ejt47ii,0.146,1582
em5dt4a,0.146,1583
czgc1es,0.146,1584
d4q4e22,0.146,1585
dq0559e,0.146,1586
drya66s,0.146,1587
dsa3wzn,0.146,1588
dv8yrvs,0.146,1589
dxyhu77,0.146,1590
e42hrup,0.146,1591
e83q2lc,0.146,1592
e9qi4nh,0.146,1593
e9qp710,0.146,1594
eugvfdw,0.146,1595
czi2m4g,0.146,1596
d8u9j44,0.146,1597
dtjao0k,0.146,1598
e3nw5y9,0.146,1599
evewr1e,0.146,1600
cyaz9xh,0.146,1601
cyb0g30,0.146,1602
cyb5ij0,0.146,1603
cybgrqj,0.146,1604
d3pw2z3,0.146,1605
d7uwx8x,0.146,1606
d96h8al,0.146,1607
dfuti9f,0.146,1608
dfv65nu,0.146,1609
dlc4nrf,0.146,1610
dnzliv3,0.146,1611
e33z6sy,0.146,1612
ejc6ofq,0.146,1613
es9kk4v,0.146,1614
ey4ytag,0.146,1615
d750fgr,0.146,1616
d7czldo,0.146,1617
dgvewuu,0.146,1618
eft25ad,0.146,1619
ejcl0vx,0.146,1620
enkf6e3,0.146,1621
efey20z,0.146,1622
efpf3k1,0.146,1623
efr66to,0.146,1624
ejktxd2,0.146,1625
ejr6onb,0.146,1626
ekdfld1,0.146,1627
emqo5ag,0.146,1628
enia4g5,0.146,1629
eo9v8hp,0.146,1630
dqyy2x3,0.146,1631
dyyn38j,0.146,1632
dyyo9cy,0.146,1633
dzg7tz8,0.146,1634
e1ff7qt,0.146,1635
dqbxwxy,0.146,1636
drykt6v,0.146,1637
efa88x1,0.146,1638
eh4g5r7,0.146,1639
enrfjvj,0.146,1640
ew74pqn,0.146,1641
ewukuvr,0.146,1642
ebo74ap,0.133,1643
duq0ch9,0.13,1644
e4f5dw7,0.13,1645
e4fkhni,0.13,1646
e7wudcv,0.13,1647
enkes4z,0.13,1648
dg1ssxd,0.13,1649
dskky5l,0.13,1650
dnb13ck,0.13,1651
epvu2q0,0.13,1652
eqztfab,0.13,1653
e4t70zo,0.13,1654
dm6j96q,0.13,1655
d3rwy7o,0.128,1656
d3s5v4l,0.128,1657
e8kq3ms,0.128,1658
ebumdx6,0.128,1659
ejt9crq,0.128,1660
em55n0f,0.128,1661
dss6tqq,0.128,1662
db2fnid,0.128,1663
dsxmybc,0.128,1664
d2uzifp,0.128,1665
d3lim9q,0.128,1666
d9cbzxv,0.128,1667
dnzaef8,0.128,1668
esngmi5,0.128,1669
etuc8f8,0.128,1670
eb5ck6t,0.128,1671
ehp74gs,0.128,1672
e6cn4a0,0.128,1673
ehx0g3z,0.128,1674
ep30pst,0.128,1675
er649uj,0.128,1676
db646q3,0.128,1677
dvsz9jr,0.128,1678
etgy0xh,0.128,1679
czkug3t,0.125,1680
czyoi3e,0.125,1681
d3s06pw,0.125,1682
d3s0ris,0.125,1683
d4zd87z,0.125,1684
drczut6,0.125,1685
drfd1tt,0.125,1686
du9wm0w,0.125,1687
dv8r420,0.125,1688
dvj1j5p,0.125,1689
dzb3ps9,0.125,1690
dzjujgk,0.125,1691
e0k0k2k,0.125,1692
e0kqk8m,0.125,1693
e0kvez2,0.125,1694
e2s6w8m,0.125,1695
e2sgoon,0.125,1696
e7vqc1a,0.125,1697
e7wuhai,0.125,1698
eb65v74,0.125,1699
eb6766j,0.125,1700
ebuchix,0.125,1701
eerzz96,0.125,1702
ejg1u7u,0.125,1703
ejsyof9,0.125,1704
em6eyiz,0.125,1705
evkhkrm,0.125,1706
cy6x509,0.125,1707
d0mph9m,0.125,1708
dpyhsco,0.125,1709
e8sefi1,0.125,1710
euhk6t0,0.125,1711
dtkpm0t,0.125,1712
duqhz5r,0.125,1713
dzp2j3z,0.125,1714
egl6sko,0.125,1715
cyeq1gf,0.125,1716
d7tqzyu,0.125,1717
dfmjy7x,0.125,1718
dfu16ix,0.125,1719
dg35i5w,0.125,1720
dlbkj5w,0.125,1721
dobz9r7,0.125,1722
dovxli3,0.125,1723
dschld8,0.125,1724
dsj9rfj,0.125,1725
dunm3mf,0.125,1726
dzi26bk,0.125,1727
e3ondjj,0.125,1728
e7qnlmu,0.125,1729
ewv0jsy,0.125,1730
ey5u2hw,0.125,1731
deqdho0,0.125,1732
df97ef2,0.125,1733
dfaunxp,0.125,1734
dq3k23k,0.125,1735
enrx737,0.125,1736
esbto7y,0.125,1737
eeicp8q,0.125,1738
eeivjj5,0.125,1739
efohyqb,0.125,1740
eg7q4pz,0.125,1741
egluzax,0.125,1742
ehwsunf,0.125,1743
ejq1cbk,0.125,1744
em131kb,0.125,1745
enoskqf,0.125,1746
eoyo24k,0.125,1747
ev6015s,0.125,1748
db5m91f,0.125,1749
dbihtcp,0.125,1750
dbvtiom,0.125,1751
diw5t9w,0.125,1752
dyc29wj,0.125,1753
e2w3xzv,0.125,1754
e4ep6rp,0.125,1755
edxogy3,0.125,1756
cxn4si0,0.125,1757
cxngp58,0.125,1758
d8nbbax,0.125,1759
dib8eqf,0.125,1760
e3wo6nc,0.125,1761
e4w4gwx,0.125,1762
e7vvlcd,0.111,1763
czym6qx,0.109,1764
ebmzg8m,0.109,1765
efqkfnp,0.109,1766
evkd8wk,0.109,1767
d4jrwp4,0.109,1768
d9b9weq,0.109,1769
e34j6iw,0.109,1770
ejdu3yr,0.109,1771
d75vsol,0.109,1772
evmwzqg,0.109,1773
e63owb7,0.109,1774
e2627bs,0.109,1775
dv8mcto,0.106,1776
dvjuyz2,0.106,1777
eb5yobh,0.106,1778
evkdznp,0.106,1779
d96pc40,0.106,1780
dzjh9we,0.106,1781
eal4975,0.106,1782
ehp6v14,0.106,1783
ep6taht,0.106,1784
eqzfiub,0.106,1785
dbe2bdn,0.106,1786
dz1qz8s,0.106,1787
e3wtwx6,0.106,1788
efbdcu4,0.106,1789
czjeljo,0.104,1790
czjod9c,0.104,1791
czjvjmu,0.104,1792
czyj2gs,0.104,1793
dg6tsn8,0.104,1794
dq6jcar,0.104,1795
dv8vp6f,0.104,1796
dvkc7by,0.104,1797
dvkfwyx,0.104,1798
dziwbmo,0.104,1799
dzjvamf,0.104,1800
e0k1dmw,0.104,1801
e0l48si,0.104,1802
e4g47vs,0.104,1803
e7voini,0.104,1804
e7ws1vd,0.104,1805
e9vxmmb,0.104,1806
eb60gv1,0.104,1807
ees3tb6,0.104,1808
efz9r5b,0.104,1809
efzhdsu,0.104,1810
ejfgvbk,0.104,1811
ejfh6so,0.104,1812
ejfjdv0,0.104,1813
ejfw64r,0.104,1814
ejt3gaa,0.104,1815
em54q90,0.104,1816
em6kqff,0.104,1817
d5qlh7g,0.104,1818
dh0nlhd,0.104,1819
drxlaek,0.104,1820
dryp24r,0.104,1821
drz0i0l,0.104,1822
dv9v4yp,0.104,1823
dwq7wrv,0.104,1824
e81ynpo,0.104,1825
e83j55j,0.104,1826
e85enfv,0.104,1827
e9pc4sc,0.104,1828
e9pdq84,0.104,1829
esalfm6,0.104,1830
d0bctdh,0.104,1831
d43e7z0,0.104,1832
d9wd1ht,0.104,1833
dkpzjn3,0.104,1834
dxm9b7n,0.104,1835
dxmrlto,0.104,1836
dzol1er,0.104,1837
cybd0qy,0.104,1838
cybda3f,0.104,1839
d3lwdwt,0.104,1840
d3p5tbi,0.104,1841
d4jry0x,0.104,1842
d7t4183,0.104,1843
dg1xwhr,0.104,1844
dsc6851,0.104,1845
e3pbo1f,0.104,1846
ep8dcoh,0.104,1847
ey5vyp1,0.104,1848
d75n986,0.104,1849
dihtvld,0.104,1850
dq3e6gl,0.104,1851
dq3eehd,0.104,1852
du0jeqf,0.104,1853
ecx0vs1,0.104,1854
efsmllk,0.104,1855
efsyr5h,0.104,1856
enjxner,0.104,1857
e63th0a,0.104,1858
effflme,0.104,1859
ejrabn4,0.104,1860
ekmloj0,0.104,1861
eli0apu,0.104,1862
eogkn3c,0.104,1863
db6z8ow,0.104,1864
dqz43nx,0.104,1865
dweznlg,0.104,1866
dwnikc3,0.104,1867
dybhzp4,0.104,1868
dyc33wb,0.104,1869
dyze2bw,0.104,1870
egvsynv,0.104,1871
ehsuryz,0.104,1872
d7ki568,0.104,1873
dvr2rfm,0.104,1874
e3xjqar,0.104,1875
e4oowzn,0.104,1876
e7bh917,0.104,1877
eem2z7o,0.104,1878
eem5dq3,0.104,1879
errdft7,0.104,1880
ewaknsd,0.104,1881
cza3r5u,0.098,1882
eu22gvu,0.091,1883
du9rtx7,0.089,1884
df9gzpi,0.089,1885
eyj3mgw,0.089,1886
d4zrdl0,0.087,1887
e8kh0x0,0.087,1888
ebmxcbo,0.087,1889
dg7vutv,0.087,1890
esbgmg2,0.087,1891
d9ciaqi,0.087,1892
ep86p5c,0.087,1893
dgvf5vx,0.087,1894
esck44g,0.087,1895
dh58pnz,0.087,1896
embfpr3,0.087,1897
cza444z,0.085,1898
d5d2g1i,0.085,1899
dv7t292,0.085,1900
e7w8p58,0.085,1901
efoc7x4,0.085,1902
ejfhs2x,0.085,1903
ejfth7t,0.085,1904
ejtp6kk,0.085,1905
evkckqd,0.085,1906
esbm3vf,0.085,1907
ey4q80j,0.085,1908
cybunta,0.085,1909
d6o3mfq,0.085,1910
dlbf7rs,0.085,1911
dlbffuh,0.085,1912
dxd739v,0.085,1913
e5gmswg,0.085,1914
efqa8vu,0.085,1915
efez5n3,0.085,1916
eidonzs,0.085,1917
etiv11p,0.085,1918
cza6q74,0.083,1919
czabx13,0.083,1920
czaeclj,0.083,1921
czjsnbb,0.083,1922
czyj0vd,0.083,1923
d4yvhyv,0.083,1924
d4zmhb3,0.083,1925
d4zyth4,0.083,1926
dg6oog3,0.083,1927
dg7d99y,0.083,1928
drcgyvj,0.083,1929
drcimwy,0.083,1930
drdn997,0.083,1931
dv8t8uq,0.083,1932
e0l23qg,0.083,1933
e4ez7cw,0.083,1934
e7tc5ow,0.083,1935
e7ukdam,0.083,1936
e7vnjjz,0.083,1937
e7vnyhd,0.083,1938
e8k7s8y,0.083,1939
eb5ymkh,0.083,1940
ebn427g,0.083,1941
ebu4l94,0.083,1942
ebu7m8l,0.083,1943
ebufz15,0.083,1944
eescck4,0.083,1945
efo8vqu,0.083,1946
efoe1ew,0.083,1947
ejflok9,0.083,1948
em58yjm,0.083,1949
d5psabq,0.083,1950
dc5t2xe,0.083,1951
drxqre7,0.083,1952
dvwsr8k,0.083,1953
e8t5rjo,0.083,1954
e9qjymw,0.083,1955
eenyezf,0.083,1956
ejcuo21,0.083,1957
enjjxd3,0.083,1958
d6qbl6m,0.083,1959
dg4gvpr,0.083,1960
dg5fuvo,0.083,1961
dpn09du,0.083,1962
dtj8cox,0.083,1963
dz5wl2i,0.083,1964
dzp3uzl,0.083,1965
elbsp1g,0.083,1966
d2vvufg,0.083,1967
dfty370,0.083,1968
dlbfdv5,0.083,1969
dnyepl4,0.083,1970
dnyielj,0.083,1971
do5jlkx,0.083,1972
downxpc,0.083,1973
dsir1nc,0.083,1974
dsjr7q1,0.083,1975
dtzs9p3,0.083,1976
dvw11tv,0.083,1977
dzhs9hg,0.083,1978
e431r38,0.083,1979
ep8m4zy,0.083,1980
etu7820,0.083,1981
ey4y1lp,0.083,1982
d7dlfwx,0.083,1983
d8k0v3w,0.083,1984
ddhnj8n,0.083,1985
ddhs3tf,0.083,1986
df9aj3b,0.083,1987
df9kktx,0.083,1988
df9rfxf,0.083,1989
djxlke4,0.083,1990
dncx19u,0.083,1991
dqif9j2,0.083,1992
dvjkng8,0.083,1993
ehpz3ea,0.083,1994
dww9moh,0.083,1995
e88t6ho,0.083,1996
ehc5csn,0.083,1997
enedftc,0.083,1998
eok8ah0,0.083,1999
ep1nqfa,0.083,2000
esjonaw,0.083,2001
eu31xon,0.083,2002
dbigp0i,0.083,2003
dbve3h5,0.083,2004
dbvg3yu,0.083,2005
diw5iou,0.083,2006
dpbcw79,0.083,2007
dqyzwxa,0.083,2008
e2w04bb,0.083,2009
efimitc,0.083,2010
eg97sw6,0.083,2011
eibb9li,0.083,2012
dnq829i,0.083,2013
dz1thdq,0.083,2014
ec0cw1c,0.083,2015
efceu4t,0.083,2016
eh6m9dg,0.083,2017
ei6j41w,0.083,2018
embg5x6,0.083,2019
ewaphxf,0.083,2020
ewdo165,0.083,2021
euiajpr,0.067,2022
evm82jr,0.067,2023
eb5ybgw,0.065,2024
efqnj22,0.065,2025
ejffzkk,0.065,2026
eftun0s,0.065,2027
doud2zo,0.065,2028
dp9w0sq,0.065,2029
dvsg2z0,0.065,2030
d3rzstd,0.064,2031
e7wqmur,0.064,2032
evmwl35,0.064,2033
dg6yha8,0.064,2034
eeokvro,0.064,2035
d6pd6iq,0.064,2036
d3lnvrj,0.064,2037
ddiy9g8,0.064,2038
dzkcd7e,0.064,2039
e344awh,0.064,2040
etv8ynk,0.064,2041
dncuxpf,0.064,2042
dyaiv6k,0.064,2043
ehwp2u0,0.064,2044
eimm4y9,0.064,2045
dvs6ywm,0.064,2046
f0i0mqp,0.064,2047
czkdcdj,0.062,2048
czkf8h3,0.062,2049
czyoaog,0.062,2050
d3rxzpg,0.062,2051
d3rzgve,0.062,2052
d3s3dsm,0.062,2053
drckzm7,0.062,2054
drcu7xh,0.062,2055
dtoqv8q,0.062,2056
dup42fb,0.062,2057
dupm7tz,0.062,2058
dv8cy8b,0.062,2059
dvivgcs,0.062,2060
dvj2dpm,0.062,2061
dvj8pt2,0.062,2062
dza6viw,0.062,2063
dzkhz1a,0.062,2064
e0kzvi1,0.062,2065
e0le824,0.062,2066
e4ew8tn,0.062,2067
e7vf69q,0.062,2068
e8k9n89,0.062,2069
e9u8ojx,0.062,2070
e9umjlk,0.062,2071
ebisg2l,0.062,2072
ebmx5oc,0.062,2073
ebu5q0p,0.062,2074
eeunroq,0.062,2075
efqfale,0.062,2076
ejfr0or,0.062,2077
